X397_Dendritic.cells	X261_NK.cells	X607_T.cells	X501_T.cells	X383_Dendritic.cells	X331_Dendritic.cells	X1396_T.cells	X1446_Dendritic.cells	X669_NK.cells	X1129_NK.cells	X766_T.cells	X685_NK.cells	X1433_NK.cells	X349_Dendritic.cells	X1438_NK.cells	X138_T.cells	X285_NK.cells	X297_NK.cells	X123_NK.cells	X380_Dendritic.cells	X128_T.cells	X279_NK.cells	X1239_Dendritic.cells	X698_NK.cells	X65_Dendritic.cells	X378_Dendritic.cells	X1313_Dendritic.cells	X730_NK.cells	X67_Dendritic.cells	X675_NK.cells	X1268_Dendritic.cells	X1481_NK.cells	X870_T.cells	X355_Dendritic.cells	X72_Dendritic.cells	X12_NK.cells	X719_NK.cells	X655_NK.cells	X723_NK.cells	X654_NK.cells	X1418_T.cells	X1412_T.cells	X691_NK.cells	X207_T.cells	X20_Dendritic.cells	X413_Dendritic.cells	X681_NK.cells	X251_NK.cells	X871_T.cells	X663_NK.cells	X1201_Dendritic.cells	X1262_Dendritic.cells	X468_Dendritic.cells	X217_T.cells	X1212_Dendritic.cells	X293_NK.cells	X411_Dendritic.cells	X593_T.cells	X426_Dendritic.cells	X347_Dendritic.cells	X283_NK.cells	X768_T.cells	X1217_Dendritic.cells	X632_T.cells	X455_Dendritic.cells	X439_Dendritic.cells	X456_Dendritic.cells	X263_NK.cells	X1296_Dendritic.cells	X412_Dendritic.cells	X1247_Dendritic.cells	X187_T.cells	X665_NK.cells	X306_NK.cells	X1228_Dendritic.cells	X1225_Dendritic.cells	X296_NK.cells	X294_NK.cells	X718_NK.cells	X373_Dendritic.cells	X613_NK.cells	X302_Dendritic.cells	X674_NK.cells	X850_T.cells	X422_Dendritic.cells	X736_NK.cells	X1216_Dendritic.cells	X1055_NK.cells	X474_Dendritic.cells	X1309_NK.cells	X386_Dendritic.cells	X1331_T.cells	X913_NK.cells	X1213_Dendritic.cells	X706_NK.cells	X679_NK.cells	X449_Dendritic.cells	X1379_T.cells	X1378_T.cells	X1303_Dendritic.cells	X245_Dendritic.cells	X1366_T.cells	X362_Dendritic.cells	X678_NK.cells	X1449_NK.cells	X312_NK.cells	X1435_Dendritic.cells	X1361_T.cells	X358_Dendritic.cells	X28_T.cells	X141_T.cells	X250_NK.cells	X227_NK.cells	X326_Dendritic.cells	X230_NK.cells	X1324_Dendritic.cells	X385_Dendritic.cells	X1437_NK.cells	X428_Dendritic.cells	X105_T.cells	X1223_Dendritic.cells	X838_T.cells	X695_NK.cells	X1436_Dendritic.cells	X1386_T.cells	X239_NK.cells	X391_Dendritic.cells	X13_Dendritic.cells	X368_NK.cells	X687_NK.cells	X708_NK.cells	X1329_T.cells	X260_NK.cells	X1248_Dendritic.cells	X275_NK.cells	X418_NK.cells	X595_T.cells	X811_T.cells	X1294_Dendritic.cells	X647_NK.cells	X605_T.cells	X1447_NK.cells	X337_NK.cells	X733_NK.cells	X661_NK.cells	X538_T.cells	X327_Dendritic.cells	X36_T.cells	X1320_Dendritic.cells	X216_T.cells	X82_Dendritic.cells	X1205_Dendritic.cells	X712_NK.cells	X357_Dendritic.cells	X1300_Dendritic.cells	X845_T.cells	X336_Dendritic.cells	X726_NK.cells	X1282_Dendritic.cells	X107_T.cells	X1066_NK.cells	X1226_Dendritic.cells	X22_NK.cells	X177_T.cells	X1348_T.cells	X206_T.cells	X237_NK.cells	X1221_Dendritic.cells	X495_T.cells	X701_NK.cells	X877_T.cells	X1417_T.cells	X1427_Dendritic.cells	X1288_Dendritic.cells	X1258_Dendritic.cells	X314_NK.cells	X690_NK.cells	X916_NK.cells	X328_Dendritic.cells	X91_Dendritic.cells	X725_NK.cells	X590_T.cells	X1439_NK.cells	X1469_NK.cells	X541_T.cells	X333_Dendritic.cells	X142_T.cells	X1424_T.cells	X648_NK.cells	X857_T.cells	X756_T.cells	X147_T.cells	X354_Dendritic.cells	X241_NK.cells	X752_T.cells	X259_NK.cells	X540_T.cells	X1002_NK.cells	X252_NK.cells	X266_NK.cells
IL17RA	3.781931183	0	0	0	0	0	0.760269081	2.171505894	0	3.088697705	0	0	0	0	0	0	0	0	1.874508241	0	0.897237725	0	0	3.905442822	4.250056461	0.717760076	0	0	6.617676168	0	4.411029568	0	0	3.724157431	6.893683554	0	0	0	0.734165871	0	0	0	0	0	3.224926467	5.680112688	0	0	7.621114465	0	6.427536079	0	0.732036009	0	0	0	4.349189897	0	0.589644383	0	0	0	0	0	8.351590556	6.272752605	0	0.816897972	5.309473614	0	0	0	0	0	0	2.749919143	0	1.23865645	6.747870504	3.39172104	0	7.546422001	0	0	0	0	0	3.894852489	5.278952833	0	1.383087252	0	0	0	0	3.493551133	0	0	0	0	7.867122792	0	0	6.561609289	0	4.481654851	0	0	0	0	0	0.91762996	0	0	0	4.893526049	1.650095916	0	5.962764055	0	2.593766891	0	0	1.924055576	0	0.928541254	0	0	0	0	0	0	0	0	0	2.814377603	0	0	1.034478401	0	0	0	5.722468588	0.738463401	5.451207712	0	0	0	0	0	0	0	0	0	4.07728868	0	4.592794089	0	0	4.802460233	0	4.83677665	0	0	0	0	0	3.924177203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.714741008	0	0	0	0	7.532105276	0	0	0	0	6.031437041	0	0	0	0
PEX26	0	5.112592221	0	0	0	0	0	1.749500078	6.580010546	1.425836882	0	4.230573422	0	0	0	0	0	0	0	0	0	0	0	0	4.05512869	0	0	0	0	0	0	0	0	0	0	0	7.85548838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.394025589	0	0	0	0	0	3.36854142	5.000748981	0	7.89676968	0	0	5.798870255	0	0	0	0	0	0	1.379082481	0	0	0	0	0	0	0	0	0	0	0	1.995023959	0	0	0	0	0	0	0	0	7.154803625	0	0	0	0	0	0	0	0	0	0.781769131	0	0	0	0	0	0	0	0	2.039457665	0	0	0	0	0	0	0	0	0	0	8.587200346	0	0	5.931046891	0	0	0	0	4.633219917	0	0	0	0	0	0	0	6.462187259	0	0	0	0	0	0	0	0	0	0	0	0	5.079370114	0	0	0	0	0	0	0	0.51618578	0	0	0	0	0	0	0	0	0	3.306499064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.274034739	0	0	0	0	0	5.438431941	0	0	0	0	6.821615826	0
OSM	10.74293419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.358607015	0	9.766240861	0	11.44240413	2.080217213	0	10.24911568	0	0	0	0	8.415647954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.93347675	10.55670801	0	0	8.619073485	8.579374148	0	0	0	2.417378819	0	0	11.38410791	0	0	0	0	0	5.616336048	0	0	0	0	0	11.72488997	6.710855539	0	0	0	0	0	0	0	0	0	0	9.760102466	0	0	0	9.473201999	0	0	0	0	0	0	0	0	1.660882581	0	8.741340553	0	0	0	0	9.428513826	0	0	0	0	0	0	9.301987177	0	0	1.800587502	0	6.792821828	0	7.143504766	0	0	0	0	0	0	1.10982194	0	0	0	0	0	9.440123135	0	0	0	0	10.68145075	0	0	0	0	0	0	0	0	0	1.926094164	0	0	9.405182032	0	0	9.680379646	0	4.890148094	0	0	10.30508973	0	0	0	0	0	0	2.310557418	0	0	0	0	0	8.494255513	7.267191576	0	0	0	0	7.363080745	0	0	8.8830138	0	0	0	0	0	1.837660571	0	0	0	0	0	0	6.032106922	0	0	0	10.02451991	0
DUSP18	0	0	0	0	0	0	0	6.51949205	0	0	0	0	0	0	0	0	0	0	0	5.504067706	0	0	0	0	0	7.137606065	3.831956683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.745236836	0	6.667064994	0	0	0	0	0	0	0	0	0	3.941251991	0	0	0	0	0	0	6.364661789	1.77056295	0	6.923676813	1.25793566	6.757886235	0	0	0	3.874856299	0	0	0	0	6.104606645	4.618713718	0	0	0	0	0	0	0	2.948749045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.600240009	0	3.209125519	0	0	0	0	0	0	0	0	0	0	0	0	8.556412486	0	0	0	0	0	7.706275267	3.631319787	0.593081575	0	0	0	1.15996155	0	1.674521236	0	0	0	0	0	4.688363316	0	0	0	0	0	0	1.169571768	1.48905787	0	0	7.017265202	0	0	0	4.613627697	0	0	0	0	0	0	0	0	2.58295257	0	6.638950143	0	0	0	0	0	0	2.345227992	0	0	0	0	0	0	8.157966712
TIMP3	0	0	0	0	0	0	0	0	0	0	0	0	0	1.617700866	0	0	0	0	0	0	0	0	0	0	8.994851202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.471946959	0	0	2.039632681	0	0	0	10.41064168	0	0	0	0	0	0	0	0	0	0	0	0	1.019555866	0	0	0	0	0	0	0	0	0	0	0	0	2.279740002	0	0	0	0	0	0	0	0.705645172	0	0	0	0	0	7.372615839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.958460458	0	0	0	0	0	0	0	0	0	3.366494839	0	0	0	0	0	0	0	0	0	0	1.341684379	0	0	7.187013689	0	2.865638378	0	0.746434363	0	0	0	0	0	0	0	0.345790149	0	3.416621217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.570284089	0	0	0	0	0	0	0	0	0	2.282117361	0	0	0	0	0	0	0	0	0	0	0
CSF2RB	0	0	0	0	5.874564402	1.098763135	0	0	0	5.802780579	0	0	0	0	0	0	0	0	0	0	0	0	4.678454281	0	0	0	6.901109811	0	0	0	5.692439481	0	0	0	0	0	0	0	0	0	0	0	0	0	5.357577771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.496214792	6.113835479	0	0	0	0	0	5.95252976	1.733759714	4.247041186	0	0	0	0	0	0	0	0	0	0	0	0	0	6.044563201	0	0	0	0	6.916472013	0	5.389426753	0	0	0	0	0	0	0	4.734918794	8.832481551	0	0	0	0	0	0	0	0	7.965197935	0	0	0	0	0	3.459987737	0	0	0	0	0	0	0	4.492698064	0	0	5.483470955	4.504646433	0	0	0	0	0	0	0	3.176147553	0	0	4.486438329	0	0	0	0	0	0	0	0	0	5.620111995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.52051868	0	0	0	0	0	0	0	0	3.273022636	3.04307278	0	5.281544269	0	0	0	0	0	4.347817864	0	0	0	1.184298255	0	0	0	0	0	0	0	0	0	0
IL2RB	0	2.555672535	8.183689043	9.677079125	0	0	0	0	6.626457972	9.838622014	6.671656916	6.474982636	2.239255089	0	6.179753609	4.73012747	10.51093667	10.05242545	0	0	7.678318724	8.843091502	0	9.777623717	2.696749202	0	0	8.260365484	0	6.640548825	0	9.424751351	8.960632885	0	0	8.462504546	10.08725475	7.907228241	10.1379967	9.321290404	7.94408722	7.390006724	9.073091152	0	0.621724338	0	8.996231425	0	9.680193756	9.335625689	0	0	0	0	0	10.11875709	0	0	0	1.580163155	10.42617566	8.829725671	0	0	2.176160586	0	2.944031551	10.3260423	0	0	0	0	2.694038624	10.23012153	0	0	0	6.306858831	7.237858548	0	0	2.990109264	8.421359338	8.527796123	1.337898434	9.554710479	0	0	0	0	0	1.031011353	1.408625614	0	3.797977417	10.13362773	0	0	7.745498123	0	0	7.933517842	0	8.478589126	10.40266073	11.17416968	0	4.633830763	0	0	7.844516328	10.14096944	0	0	2.096117841	0	0	0	0	2.687094503	0	8.337105493	0	0	6.877036881	10.37619315	0	0	0	1.484284292	5.687769786	9.118342673	8.996161402	0	5.287933113	0	0	5.980616583	0	5.987873324	4.812560928	6.495003312	0	9.360882112	7.374800569	0	0	7.734833987	0	6.976393171	0	0	7.744391704	0	0	3.869302532	0	8.472867384	0	5.549277564	8.569626785	0	0.930454895	0	0	8.538716383	8.557530461	0	9.045959338	0	9.5738177	7.467707427	0	0	0	3.570971598	0	1.290906532	0	0	4.247425387	0	9.561850032	7.552638261	0	1.241939185	2.111999839	6.593484111	9.42591293	1.336438424	8.355917354	9.670181303	0	5.889026345	1.569959674	9.933515945	5.963039889	0	9.736906052	8.504468993
MFNG	5.647231957	0	0	9.272672958	0	4.052456391	8.739414464	3.385080604	9.552759832	8.844471923	0	8.919778497	0	0	0	0	0	0	0	0	0	2.330181433	0	10.64663447	0	8.087790086	0	0	0	9.389919374	6.486462593	7.668264647	4.489261876	7.275938017	0	6.093937841	0	8.508494999	0	0	8.635153725	0	8.545978386	0	3.199152392	0	9.516991516	0	2.033357415	0	1.515686908	2.232901632	1.876758118	9.736231556	7.552077364	0	1.518938146	0	0	2.256740964	0	8.413152362	8.368564585	0	0	7.528846105	2.879216881	9.904910765	7.126027299	0	0	0	10.04144853	0	0	6.838671652	0	0	0	0	1.855204689	0	0	0	0	9.679287583	4.241318186	0	0	0	3.426774811	0	6.132092608	8.471360153	0	4.962515344	0	8.698066553	0	4.559595712	0	2.411715656	3.471770724	4.794522607	0	2.755432696	8.527855872	8.034533904	0	0	0	2.199893606	0	0	2.85207039	0	0	0	7.237557436	3.502193194	0	0	10.51744871	1.173504743	6.993968777	6.740397509	7.836447813	0	0	0	2.274843308	1.720383111	0	7.581096425	0	0	0	0	7.09425122	0	7.222476052	9.719421925	0	0	0	0	7.272962617	0	5.487683718	1.714159596	0	2.139494945	0	0	5.756001291	0	0	0	6.790245425	2.038469332	8.003461538	5.024868332	9.834067109	0	0	0	0	0	9.52700533	2.157533177	0	0	0	0	1.485237863	0	10.23875453	0	6.976446166	0	0	2.448113599	0	9.090113482	0	6.940703603	2.869917687	9.171994711	0	0	0	8.835849433	0	2.156230999	6.442927976	9.861340138	8.549552699	4.119842335	9.689919273	0
PDGFB	4.401053715	0	0	0	0	3.200343892	0	0	0	0	0	0	0	4.965694563	0	0	0	0	0	7.910404923	5.176967698	0	0	0	0	5.215270282	0	0	0	0	0	0	0	0	5.371884769	0	0	0	0	0	0	0	0	0	0	0	0	1.697228962	0	0	0	0	0	0	0	0	5.084734843	0	0	0	0	0	6.335890687	0	0	0	0	0	0	0	0	0	0	0	6.279711588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.272213574	0	0	0	0	0	0	5.927068503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.707565576	0	0	0	0	0	0	0	0	1.278887491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.775539345	0	9.180653468	0	0	0	1.464659389	0	2.785763506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.093940744	0	0	0	0	0	0	0	0	0	0	1.397471558	0	0	0	0	0	1.550474552	0	0	0	0	0	0	0	0
PLXNB2	3.986965249	0	0	0	3.296177234	6.850624097	0	0	0	4.981974898	0	0	0	6.412864175	0	0	0	0	0	0	0	0	0	0	0	5.742952883	0	0	0	0	6.895606669	0	0	0	6.255379564	0	0	0	0	0	0	0	0	0	4.446277673	6.167875063	0	0	0	0	0	0	4.551734218	0	5.727389783	0	3.091608855	0	4.604359685	4.021524836	0	0	5.408529387	0	8.381235459	0	0	0	5.160708349	0	4.860457639	0	0	0	0	5.721029168	0	0	0	7.77515419	0	8.535724252	0	0	0	0	4.289972042	0	3.506209445	2.667058421	0	0	0	5.589605703	0	0	0	0	0	4.450868275	2.890241364	0	0	0	0	0	3.946889819	0	0	0	0	0	0	4.468219359	0	3.921978826	6.202542946	0	0	0	2.263686831	0	0	5.04742364	0	0	0	0	0	0	1.195550513	0	0	1.732565534	0	9.242440779	0	0	4.69650945	0	0	0	7.424710216	0	0	0	0	0	0	0	2.542286063	1.10076152	0	0	4.179674342	0	6.236189051	0	0	8.128721301	0	4.167375274	0	0	0	0	0	0	0	0	0	0	1.375007441	3.607787467	0	0	0	0	5.818113455	2.765054289	0	0	0	0	0	5.420208403	0	0	0	0	0	0	0	0	0	0	0	7.542220416	0	0
IFNAR2	4.881840225	2.123811679	0	7.381198048	0	2.253264434	0	3.494741589	5.492298994	5.03483347	1.178406275	6.701027952	0	7.351423414	0	7.291879285	3.617873042	0	0	2.832229652	5.539213317	0	4.003361634	0	3.095637769	4.8747904	1.013299209	9.312957105	1.169606373	6.588852852	4.587415956	6.922930621	8.478419213	7.855540758	0	2.803969921	0	0	6.435559237	0	7.896901373	0	0	0	5.319505772	0	2.371875799	0	8.872088382	0	4.157672876	0	2.285259392	0	7.352094019	0	6.474313138	0	0	6.060618539	0	8.730147343	0	0	0	0	0	0	6.321721252	1.545412964	2.972569923	2.856599726	1.81168321	0	4.290184083	5.533510561	5.756520408	9.826028213	0	2.371447014	6.03396494	4.330670528	7.168400214	0	4.928103858	8.791994475	0	3.367305202	8.200909792	6.099455032	1.747090393	0	0	0	0	4.33213888	0	0	0	0	0	0	0	7.415170786	7.272527944	2.045258551	4.973418482	0	4.771665434	0	1.055780422	3.339071289	3.041320762	5.461187542	0	5.016272194	0	7.346499959	5.037878475	0	6.824712454	9.060923874	0	3.303648663	0	0	0	6.826942012	0	0	0	5.908445405	6.436679659	3.136670068	0	3.299054285	7.351171358	2.524237024	4.49240445	0	0	0	0	0	0	7.111682102	1.179995824	0	4.289139557	0	2.988847035	7.301801343	0	0	6.383078244	0	0	0	0	6.770104559	6.313752612	2.017916335	1.168004731	0	0	0	0	5.283483899	0	0	0	1.34113673	6.603641111	5.365701496	5.303188285	0	6.953953416	2.317102872	0	6.468233133	1.162507946	0	0	0	0	0	0	0	0	0	0	0	3.485879818	1.809947955	7.149159437	0	0	0	0	6.39904513
IL10RB	2.154429927	0	0	8.64963377	0	4.51832178	0	7.61296005	0	8.257260136	2.913045411	3.839982497	0	0	0	0	3.754358761	9.960939826	0	8.480220762	0	4.674589388	5.483395759	0	0	5.410049374	3.824397969	2.137235668	6.381568274	2.919182117	7.220523335	1.805578362	8.521723538	0	9.110681086	6.092431851	0	0	0	0	8.310776385	0	0	0	5.721543788	4.07659445	9.142463672	0	0	0	0	6.27226308	3.461676301	0	0	0	6.075488438	8.348336526	0	0	0	8.774654166	0	0	10.19495632	8.484371219	3.690945353	0	6.347819879	10.32578698	0	0	0	0	0	4.198323854	0	0	0	0	0	0	0	0	0	0	0	0	8.24150771	7.806604112	0	2.715993961	0	1.566769196	0	4.87183303	1.824343772	0	8.347449769	5.72844637	0	5.994603038	0	0	10.25341265	8.90510276	8.221916452	0	0	0	0	0	0	0	0	2.397160647	3.824397124	7.317653689	7.318686409	0	0	1.115043156	0	8.456648395	8.187689266	6.285539989	8.484529664	0	0	0	9.731454221	0	8.079858716	0	0	0	1.35268953	0	6.704209612	0	0	7.584433788	2.532752974	0	0	0	0	9.685221386	7.096851147	0	0	0	0	0	0	1.106775504	6.807423682	0	0	0	9.978100589	5.067261707	2.078608653	0	0	0	9.3341545	0	0	9.554404436	0	0	7.823474124	5.728137724	0	0	0	1.837780422	6.374082893	0	0	7.180795271	0	0	5.297061296	0	0	0	5.574382024	9.587064539	8.49066331	1.951356628	0	0	7.067622956	4.253719633	0	0	0	0
IFNAR1	0	0	0	0	0	0.93198357	7.622091824	4.378746971	0	1.123173829	0	8.505918773	8.163841097	2.240281062	0	1.144261868	1.352095083	0	7.039862851	7.031397801	0	0	6.184827435	0	0	6.405506007	6.082343741	0	0	0	5.646556944	5.934744032	0.749798294	0	1.262767964	3.698087517	0	6.12363231	0	0	0.852436698	0	0	0	4.533502412	6.628046119	0	1.165325067	0	0	2.906086974	0	5.188998614	0	2.720267591	6.870453947	0	0	6.362816035	7.73851978	1.427181891	0	5.669576614	0	10.2552519	7.282131346	0	0	6.225540607	0	0	1.002124091	0	7.293829159	7.137514205	0	0	0	1.127145834	1.880722422	0	0	1.109070708	0	0	0	1.851022807	0	7.803101663	6.351608773	8.343056369	2.365586226	0	6.348372027	0	0	7.11260194	0	0.855806873	0	4.502692906	0	0	3.001725425	0	0	0	0	0	0.862254182	0	0	0	7.643513856	0	0	0.811630055	6.685118893	1.488497823	5.635880464	5.574099233	0	0	2.306809363	0.88725783	6.517230505	0	6.898803842	0	0	0	0	3.698268665	2.895332429	8.673327052	0	0	0	4.78949862	1.911788191	1.04099634	0	3.754070957	0	4.563443584	8.382344286	4.521125227	8.348473275	5.166325747	0	0	4.041708755	0.940719417	0	4.66575864	0	2.68828775	0	0	0	0	6.302076454	0	0	7.350698354	8.566407059	0	0	0	0	8.318487291	0	4.546320252	5.313965134	1.174687554	2.7606043	0	0	6.492412835	2.004864384	0	0	0	0	0	0	0	0	0	7.392039645	0	1.649875827	0	0	0	0	8.668989577	4.458780081	0	0
IFNGR2	8.631153538	0	0	0	4.989083414	4.204585189	0	0	0	6.325643928	0	0	0	8.11348448	1.202517323	0	0	0	0	4.408584382	0	0	0	0	0	6.506881032	6.851548753	0	0	0	8.31884869	0	8.146592612	7.624525761	0	0	0	0	0	0	0	0	1.874435051	0	7.983143691	8.074926334	0	0	0	0	8.226606142	0	2.888395958	2.215860548	0	0	6.735011855	0	5.899728829	9.756526103	0	0	0	0	0	5.213102317	7.316943813	1.307956575	7.669415308	4.974976104	8.118969767	6.563225462	0	0	0	7.807773213	0	0	0	9.195155243	0	2.872135413	0	0	8.255215763	0	0	7.589322673	0	6.909864508	8.890938386	3.516899224	0	4.812539961	0	0	6.677971575	0	0	5.5265841	1.71669547	0	7.673861659	0	0	0	8.342508347	0	7.175402501	0	0	0	0	8.529003138	2.799645528	6.79743693	6.116437965	0	7.486941107	0	6.639370211	0	0	5.618919668	0	0	7.720802028	3.277478136	0	0	0	0	0	8.550849468	0	3.666005204	0	0	2.016998688	0	0	0	0	0	0	0	8.215606096	0	8.212075811	0	10.94330219	8.710525886	0	0	6.491500358	0	1.995763582	0	0	0	0	6.421186803	1.405455463	1.353555926	0	0	2.10584113	0	0	0	0	0	7.918404764	6.367663577	6.215605162	0	0	0	6.186885241	0	0	1.649017289	0	0	0	4.759863454	0	6.031942763	0	6.420956467	0	0	0	0	0	0	0	0	0	0
SLC37A1	0	0	3.31376682	1.843021339	0	0	0	0	0	0	0	0	0	3.363579273	0	0	0	0	0	0	0	0	2.541382386	0	0	0	6.280666834	0	0	6.810083354	5.317681266	3.362509809	0	0	5.257165332	0	0	0	0	0	0	0	0	0	3.619918183	0	3.227864383	0	0	0	0	5.145921392	0	0	0	0	0	0	2.792987879	2.430758288	2.726617046	6.865506589	6.745364781	0	0	0	0	0.921929233	4.507467459	0	5.366750906	0	0	1.644111453	0	0	0	0	0	0	0	7.966200865	0	0	0	0	0	0	6.703207626	0	0	0	6.835583106	0	0	0	0	0	0	5.031651178	3.89355788	0	0	0	0	0	1.076023823	0	0	0	0	0	0	6.560451496	0	0	0	0	4.461129504	0	0	0	0	0	0	2.881047055	0	0	0	0	0	0	0	0	5.669095001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.773446784	0	0	1.463192053	0	1.949133078	0	0	0	0	0	0	0	6.183008652	0	0	0	0	0	0	0	0	0	0	0	3.03668312	0	6.459560672	0	4.003268944	0	5.649789239	0	0	0	0	0	0	0	0	0	1.474060202	0	3.175687149	0	0	0	7.304684097	0	0
ITGB2	9.492960526	7.97038241	9.917927921	10.92556025	9.308924911	8.44129257	9.33047304	9.357884636	10.5925578	7.416814592	10.47449112	10.60645501	9.613125168	8.446846774	1.549082928	8.232887566	7.366053722	0	9.346934167	6.407294991	7.149909916	10.33633725	9.426824303	10.42395051	3.068210689	9.882652922	10.07086033	10.25970264	6.887454238	8.784414485	9.733612904	8.824024172	9.907068858	9.987347617	7.49223135	8.634467363	10.57370361	11.69619603	10.13411826	11.08425642	11.13269592	9.210153428	10.53823329	1.769734711	9.158484494	5.85315305	9.629081823	11.04190063	11.9942791	11.04669506	9.9469227	8.690680409	9.625184305	0	7.13954092	6.394765356	4.708708583	6.45644474	9.10670992	5.456024071	6.32002741	2.782646539	7.534775205	9.137505463	2.521433076	9.317842283	7.734572292	8.975725445	9.203983645	6.510040603	2.295792385	8.553597906	11.74128502	1.846049416	10.19305478	9.2143203	10.25146374	4.608944446	11.41620944	10.42104225	0	7.46304712	10.73907396	9.985604162	8.806242862	11.59895598	8.007199368	7.026238167	10.29029845	7.522474779	9.56957838	8.899518635	0	7.393529858	8.816016767	8.882710013	5.875846491	6.226333392	10.19044183	9.726894748	3.861915688	9.673170952	10.92843126	11.55626584	4.976085633	10.03873541	8.985960034	9.88755575	8.573194841	1.41187426	9.472733465	1.827824957	8.564165367	6.906536899	3.296577759	9.099736214	7.037280845	1.61789438	10.48859036	10.02982839	9.179143016	5.55163658	10.22822754	7.209202818	8.801363374	10.19181016	10.04495991	10.04611094	3.869953472	9.925145225	11.64820594	2.089709555	9.758226542	9.915921504	10.63415713	10.7724236	3.010505625	2.035936863	10.72622978	11.61521665	0	11.20080243	3.044029047	10.59993961	5.961424572	9.137382483	7.34020395	9.283151227	9.296097471	10.27773822	5.789817612	8.14830269	11.26665893	4.74117622	10.11064063	10.62739591	8.591764944	10.27380566	5.770893889	6.405806701	1.570995994	9.916816966	9.019772545	7.167331005	10.51390899	2.016757334	4.669937391	9.094309754	11.65096345	12.53657347	9.611964004	10.29251937	8.130471458	9.995474875	5.224439883	8.55605501	9.262043553	7.380938368	10.55809655	4.274873555	10.3922658	8.803596067	9.856550238	8.331819358	10.40722587	9.716821167	1.69525243	0	12.33438081	8.92466374	9.156177066	3.275507161	9.562118671	10.46790349	8.853485561	6.117417085	6.654193024	2.285364943	10.77345445	11.08994286
CDA	8.610969203	0	0	0	6.968200571	5.685018338	0	0	0	0	0	2.626031981	1.192822945	6.92229152	0	0	0	0	0	2.0262431	0	0	1.327630849	0	0	5.689159462	0	0	8.806221023	1.216650057	3.437914697	0	0	0	0	0	0	0	0	0	0	0	0	0	3.399753513	0	5.48672334	0	0	2.057377127	0	0	0	0	0	0	9.299761115	0	0	4.45384318	0	0	0	0	0	0	0	0	0	0	0	0	1.136158995	0	0	0	0	0	0	0	0	0	1.718613092	0	0	0	0	0	0	0	1.087195071	0	0	5.402241489	0	0	0	0	0	0	3.44655747	0	0	0	0.993165137	0	0.730930399	0	5.922357811	0	0	0	0	7.64672245	0	0	0	0	0	0	0	0	0	7.325441662	0	0	0	4.706252583	1.41157859	0	1.219126355	0	0	0	0	0	0	0	2.222023314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.130981188	0	0	0	0	4.880449833	0	0	0	0	2.097812526	0	0	0	0	0	0	0	0	0	0	0	0	5.431159664	0	0	0	0	0	0	0	0	0	0	0	0	0	0
APOBEC3G	7.417829935	9.525764618	0	0	2.863430217	0	1.590829964	9.006593295	0	0	0	6.072063016	0	2.270241094	7.429616882	0	0	0	0	4.657136788	0	6.501205411	5.011162601	0	0	4.679340042	4.917843503	0	2.571873253	0	0	0	0	1.367320587	0	0	0	0	0	0	0	0	0	0	0	1.419418308	0	0	0	0	0	0	1.294732571	0	0	0	8.100366185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.527755046	0	0	0	0	0	0	0	0	0	0	0	0	1.981532153	0	0	1.880830711	0	0	0	0	0	0	0	0	0	0	0	0	0	7.419308299	0	0	0	0	0	1.793995472	0	0	0	0	0	0	0	0	0	3.005007602	0	0	0	0	0	0	0	0	0	6.078112905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.672357103	0	0	0	0	0	0	0	0	0	0	0	5.787860365	1.543786113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.653304326	0	6.216669022	0	0	1.775579135	0	0	0	3.916281683	1.441361991	0	0	0	0	0	0	0	0	0	0	0	0	7.790000327
